tweet_id,source,text,retweeted_status_user_id,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,date_time,favorites,retweets,user_followers,jpg_url,img_num,predictions,confidences,gender,tweet_length
890006608113172480,Twitter for iPhone,"['this', 'is', 'koda', 'he', 'is', 'a', 'south', 'australian', 'deckshark', 'deceptively', 'deadly', 'frighteningly', 'majestic', '13', '10', 'would', 'risk', 'a', 'petting', 'barkweek', 'http', 't', 'co', 'dvpw0b0mme']",,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,None,None,None,None,2017-07-26 00:31:25,28101,6464,8943067,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,male,24
889880896479866881,Twitter for iPhone,"['this', 'is', 'bruno', 'he', 'is', 'a', 'service', 'shark', 'only', 'get', 'out', 'of', 'the', 'water', 'to', 'assist', 'you', '13', '10', 'terrifyingly', 'good', 'boy', 'http', 't', 'co', 'u1xpqml29g']",,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,None,None,None,None,2017-07-25 16:11:53,25567,4386,8943067,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,male,26
889665388333682689,Twitter for iPhone,"['here', 's', 'a', 'puppo', 'that', 'seems', 'to', 'be', 'on', 'the', 'fence', 'about', 'something', 'haha', 'no', 'but', 'seriously', 'someone', 'help', 'her', '13', '10', 'http', 't', 'co', 'bxvuxk0ucm']",,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,None,None,None,puppo,2017-07-25 01:55:32,43876,8814,8943067,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,female,26
889638837579907072,Twitter for iPhone,"['this', 'is', 'ted', 'he', 'doe', 'his', 'best', 'sometimes', 'that', 's', 'not', 'enough', 'but', 'it', 's', 'ok', '12', '10', 'would', 'assist', 'http', 't', 'co', 'f8dedcrksr']",,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,None,None,None,2017-07-25 00:10:02,24676,3940,8943067,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,male,24
889531135344209921,Twitter for iPhone,"['this', 'is', 'stuart', 'he', 's', 'sporting', 'his', 'favorite', 'fanny', 'pack', 'secretly', 'filled', 'with', 'bone', 'only', '13', '10', 'puppared', 'puppo', 'barkweek', 'http', 't', 'co', 'y70o6h3isq']",,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,None,None,None,puppo,2017-07-24 17:02:04,13900,1990,8943067,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,male,24
889278841981685760,Twitter for iPhone,"['this', 'is', 'oliver', 'you', 're', 'witnessing', 'one', 'of', 'his', 'many', 'brutal', 'attack', 'seems', 'to', 'be', 'playing', 'with', 'his', 'victim', '13', '10', 'fr', 'ckin', 'frightening', 'barkweek', 'http', 't', 'co', 'wphvrqedpb']",,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,None,None,None,2017-07-24 00:19:32,23033,4691,8943067,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,male,29
888917238123831296,Twitter for iPhone,"['this', 'is', 'jim', 'he', 'found', 'a', 'fren', 'taught', 'him', 'how', 'to', 'sit', 'like', 'the', 'good', 'boy', '12', '10', 'for', 'both', 'http', 't', 'co', 'chxruioujn']",,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,None,None,None,2017-07-23 00:22:39,26650,3945,8943067,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,male,24
888804989199671297,Twitter for iPhone,"['this', 'is', 'zeke', 'he', 'ha', 'a', 'new', 'stick', 'very', 'proud', 'of', 'it', 'would', 'like', 'you', 'to', 'throw', 'it', 'for', 'him', 'without', 'taking', 'it', '13', '10', 'would', 'do', 'my', 'best', 'http', 't', 'co', 'htq77ynq5k']",,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,None,None,None,2017-07-22 16:56:37,23402,3729,8943067,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,male,33
888554962724278272,Twitter for iPhone,"['this', 'is', 'ralphus', 'he', 's', 'powering', 'up', 'attempting', 'maximum', 'borkdrive', '13', '10', 'inspirational', 'af', 'http', 't', 'co', 'ynyafcttik']",,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,None,None,None,2017-07-22 00:23:06,18039,3046,8943067,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,male,18
888078434458587136,Twitter for iPhone,"['this', 'is', 'gerald', 'he', 'wa', 'just', 'told', 'he', 'didn', 't', 'get', 'the', 'job', 'he', 'interviewed', 'for', 'a', 'h', 'ckin', 'injustice', '12', '10', 'didn', 't', 'want', 'the', 'job', 'anyway', 'http', 't', 'co', 'dk7idpfurx']",,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,None,None,None,2017-07-20 16:49:33,19929,3055,8943067,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,male,32
887705289381826560,Twitter for iPhone,"['this', 'is', 'jeffrey', 'he', 'ha', 'a', 'monopoly', 'on', 'the', 'pool', 'noodle', 'currently', 'running', 'a', 'boop', 'for', 'two', 'midweek', 'sale', '13', '10', 'h', 'ckin', 'strategic', 'http', 't', 'co', 'phruk20q64']",,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,None,None,None,2017-07-19 16:06:48,27715,4761,8943067,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,male,28
887517139158093824,Twitter for iPhone,"['i', 've', 'yet', 'to', 'rate', 'a', 'venezuelan', 'hover', 'wiener', 'this', 'is', 'such', 'an', 'honor', '14', '10', 'paw', 'inspiring', 'af', 'ig', 'roxy', 'thedoxy', 'http', 't', 'co', '20vrlaa8ba']",,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,None,None,None,None,2017-07-19 03:39:09,42440,10367,8943067,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,,0.0,unknown,26
887473957103951883,Twitter for iPhone,"['this', 'is', 'canela', 'she', 'attempted', 'some', 'fancy', 'porch', 'pic', 'they', 'were', 'unsuccessful', '13', '10', 'someone', 'help', 'her', 'http', 't', 'co', 'clyzpcucmx']",,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,None,None,None,2017-07-19 00:47:34,62769,15832,8943067,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,female,21
887343217045368832,Twitter for iPhone,"['you', 'may', 'not', 'have', 'known', 'you', 'needed', 'to', 'see', 'this', 'today', '13', '10', 'please', 'enjoy', 'ig', 'emmylouroo', 'http', 't', 'co', 'wzqnqygeyv']",,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,None,None,None,2017-07-18 16:08:03,30818,9278,8943066,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,unknown,21
887101392804085760,Twitter for iPhone,"['this', 'is', 'a', 'jubilant', 'antarctic', 'house', 'bear', 'we', 'only', 'rate', 'dog', 'please', 'only', 'send', 'dog', 'thank', 'you', '12', '10', 'would', 'suffocate', 'in', 'floof', 'http', 't', 'co', '4ad1jzjsdp']",,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,None,None,None,None,2017-07-18 00:07:08,28051,5257,8943066,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,unknown,27
886983233522544640,Twitter for iPhone,"['this', 'is', 'maya', 'she', 's', 'very', 'shy', 'rarely', 'leaf', 'her', 'cup', '13', '10', 'would', 'find', 'her', 'an', 'environment', 'to', 'thrive', 'in', 'http', 't', 'co', 'i6ony0cgit']",,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,None,None,None,2017-07-17 16:17:36,31809,6727,8943066,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,female,25
886736880519319552,Twitter for iPhone,"['this', 'is', 'mingus', 'he', 's', 'a', 'wonderful', 'father', 'to', 'his', 'smol', 'pup', 'confirmed', '13', '10', 'but', 'he', 'need', 'your', 'help', 'http', 't', 'co', 'bvi0yr4cff', 'http', 't', 'co', 'isvkoskd5b']",,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,None,None,None,2017-07-16 23:58:41,10927,2803,8943066,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,male,28
886680336477933568,Twitter for iPhone,"['this', 'is', 'derek', 'he', 's', 'late', 'for', 'a', 'dog', 'meeting', '13', '10', 'pet', 'al', 'to', 'the', 'metal', 'http', 't', 'co', 'bcowue0aba']",,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,None,None,None,2017-07-16 20:14:00,20584,3944,8943066,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,,0.0,male,21
886366144734445568,Twitter for iPhone,"['this', 'is', 'roscoe', 'another', 'pupper', 'fallen', 'victim', 'to', 'spontaneous', 'tongue', 'ejection', 'get', 'the', 'blepipen', 'immediate', '12', '10', 'deep', 'breath', 'roscoe', 'http', 't', 'co', 'rge08mijox']",,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,None,pupper,None,2017-07-15 23:25:31,19318,2789,8943066,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,unknown,24
886258384151887873,Twitter for iPhone,"['this', 'is', 'waffle', 'his', 'doggles', 'are', 'pupside', 'down', 'unsure', 'how', 'to', 'fix', '13', '10', 'someone', 'assist', 'waffle', 'http', 't', 'co', 'xzda9qsq1o']",,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,None,None,None,2017-07-15 16:17:19,25587,5571,8943066,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,male,21
885984800019947520,Twitter for iPhone,"['viewer', 'discretion', 'advised', 'this', 'is', 'jimbo', 'he', 'will', 'rip', 'ur', 'finger', 'right', 'h', 'ckin', 'off', 'other', 'dog', 'clearly', 'an', 'accessory', '12', '10', 'pls', 'pet', 'with', 'caution', 'http', 't', 'co', 'buvep0umf1']",,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,None,None,None,2017-07-14 22:10:11,29805,5918,8943066,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,male,30
885528943205470208,Twitter for iPhone,"['this', 'is', 'maisey', 'she', 'fell', 'asleep', 'mid', 'excavation', 'happens', 'to', 'the', 'best', 'of', 'u', '13', '10', 'would', 'pat', 'noggin', 'approvingly', 'http', 't', 'co', 'tp1kq8i9jf']",,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,None,None,None,2017-07-13 15:58:47,32885,5629,8943066,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,female,24
885311592912609280,Twitter for iPhone,"['rt', 'dog', 'rate', 'this', 'is', 'lilly', 'she', 'just', 'parallel', 'barked', 'kindly', 'request', 'a', 'reward', 'now', '13', '10', 'would', 'pet', 'so', 'well', 'http', 't', 'co', 'satn4if5h5']",4196983835.0,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,None,None,None,None,2017-07-13 01:35:06,0,16291,8943066,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,female,25
885167619883638784,Twitter for iPhone,"['here', 'we', 'have', 'a', 'corgi', 'undercover', 'a', 'a', 'malamute', 'pawbably', 'doing', 'important', 'investigative', 'work', 'zero', 'control', 'over', 'tongue', 'happening', '13', '10', 'http', 't', 'co', '44itamubbf']",,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,None,None,None,None,2017-07-12 16:03:00,20018,3850,8943066,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,,25
884925521741709313,Twitter for iPhone,"['this', 'is', 'earl', 'he', 'found', 'a', 'hat', 'nervous', 'about', 'what', 'you', 'think', 'of', 'it', '12', '10', 'it', 's', 'delightful', 'earl', 'http', 't', 'co', 'myjvdlnrva']",,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,None,None,None,2017-07-12 00:01:00,70343,15903,8943066,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,male,24
884876753390489601,Twitter for iPhone,"['this', 'is', 'lola', 'it', 's', 'her', 'first', 'time', 'outside', 'must', 'test', 'the', 'earth', 'and', 'taste', 'the', 'atmosphere', '13', '10', 'you', 're', 'doing', 'great', 'lola', 'http', 't', 'co', '74tkauslko']",,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,None,None,None,2017-07-11 20:47:12,25442,4920,8943066,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,female,28
884562892145688576,Twitter for iPhone,"['this', 'is', 'kevin', 'he', 's', 'just', 'so', 'happy', '13', '10', 'what', 'is', 'your', 'secret', 'kevin', 'http', 't', 'co', '1r4mfcbcx5']",,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,None,None,None,2017-07-11 00:00:02,22243,4138,8943066,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,male,19
884441805382717440,Twitter for iPhone,"['i', 'present', 'to', 'you', 'pup', 'in', 'hat', 'pup', 'in', 'hat', 'is', 'great', 'for', 'all', 'occasion', 'extremely', 'versatile', 'compact', 'a', 'h', 'ck', '14', '10', 'ig', 'itselizabethgales', 'http', 't', 'co', 'vvbocc2vdc']",,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,None,None,None,2017-07-10 15:58:53,24822,5026,8943066,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,,29
884162670584377345,Twitter for iPhone,"['meet', 'yogi', 'he', 'doesn', 't', 'have', 'any', 'important', 'dog', 'meeting', 'today', 'he', 'just', 'enjoys', 'looking', 'his', 'best', 'at', 'all', 'time', '12', '10', 'for', 'dangerously', 'dapper', 'doggo', 'http', 't', 'co', 'ysi00bztbz']",,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,None,None,None,2017-07-09 21:29:42,18684,2637,8943066,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,male,30
883838122936631299,Twitter for iPhone,"['this', 'is', 'noah', 'he', 'can', 't', 'believe', 'someone', 'made', 'this', 'mess', 'got', 'the', 'vacuum', 'out', 'for', 'you', 'though', 'offered', 'to', 'help', 'clean', 'pup', '12', '10', 'super', 'good', 'boy', 'http', 't', 'co', 'v85xujjddy']",,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,None,None,None,2017-07-09 00:00:04,19993,3013,8943066,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,male,32
883482846933004288,Twitter for iPhone,"['this', 'is', 'bella', 'she', 'hope', 'her', 'smile', 'made', 'you', 'smile', 'if', 'not', 'she', 'is', 'also', 'offering', 'you', 'her', 'favorite', 'monkey', '13', '5', '10', 'http', 't', 'co', 'qjrljjt948']",,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,None,None,None,2017-07-08 00:28:19,41920,8701,8943066,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,female,27
883360690899218434,Twitter for iPhone,"['meet', 'grizzwald', 'he', 'may', 'be', 'the', 'floofiest', 'floofer', 'i', 'ever', 'did', 'see', 'lost', 'eye', 'saving', 'a', 'schoolbus', 'from', 'a', 'volcano', 'erpuption', '13', '10', 'heroic', 'a', 'h', 'ck', 'http', 't', 'co', 'rf661ifeyp']",,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,None,floofer,None,None,2017-07-07 16:22:55,20748,3244,8943066,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,male,31
883117836046086144,Twitter for iPhone,"['please', 'only', 'send', 'dog', 'we', 'don', 't', 'rate', 'mechanic', 'no', 'matter', 'how', 'h', 'ckin', 'good', 'thank', 'you', '13', '10', 'would', 'sneak', 'a', 'pat', 'http', 't', 'co', 'se5fz9wp5e']",,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,None,None,None,None,2017-07-07 00:17:54,33921,5851,8943066,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,unknown,27
882992080364220416,Twitter for iPhone,"['this', 'is', 'rusty', 'he', 'wasn', 't', 'ready', 'for', 'the', 'first', 'pic', 'clearly', 'puppared', 'for', 'the', 'second', '13', '10', 'confirmed', 'great', 'boy', 'http', 't', 'co', 'tyer0kpdxj']",,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,None,None,None,2017-07-06 15:58:11,21851,3414,8943066,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,male,25
882762694511734784,Twitter for iPhone,"['this', 'is', 'gu', 'he', 's', 'quite', 'the', 'cheeky', 'pupper', 'already', 'perfected', 'the', 'disinterested', 'wink', '12', '10', 'would', 'let', 'steal', 'my', 'girl', 'http', 't', 'co', 'd43i96slvu']",,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,None,pupper,None,2017-07-06 00:46:41,25842,4299,8943066,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,male,25
882627270321602560,Twitter for iPhone,"['this', 'is', 'stanley', 'he', 'ha', 'his', 'first', 'swim', 'lesson', 'today', 'doggle', 'strap', 'adjusted', 'ready', 'to', 'go', '13', '10', 'phelps', 'is', 'nervous', 'ig', 'stanleythe', 'corgi', 'http', 't', 'co', 'nx52pgwh94']",,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,None,None,None,2017-07-05 15:48:34,25653,5345,8943066,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,male,28
882268110199369728,Twitter for iPhone,"['this', 'is', 'alfy', 'you', 're', 'witnessing', 'his', 'first', 'watermelon', 'experience', 'i', 'think', 'it', 'wa', 'a', 'success', '13', '10', 'happy', '4th', 'alfy', 'http', 't', 'co', 'fyp5rlutfa']",,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,None,None,None,2017-07-04 16:01:23,40994,10220,8943066,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,male,25
882045870035918850,Twitter for iPhone,"['this', 'is', 'koko', 'her', 'owner', 'inspired', 'by', 'barney', 'recently', 'built', 'a', 'cart', 'for', 'her', 'to', 'use', 'during', 'walk', 'if', 'she', 'got', 'tired', '13', '10', 'rest', 'easy', 'koko', 'http', 't', 'co', 'zedpnskx7w']",,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,None,None,None,2017-07-04 01:18:17,26817,4286,8943066,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever,0.00694063,female,31
881906580714921986,Twitter for iPhone,"['this', 'is', 'rey', 'he', 's', 'a', 'benebop', 'cumberfloof', '12', '10', 'dangerously', 'pettable', 'http', 't', 'co', '503cgwbhxq']",,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,None,None,None,2017-07-03 16:04:48,22305,3000,8943066,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,male,16
